-8,-4.97702,-0.47882
-7,-4.98506,-0.386217
-6,-4.98447,-0.393808
-5,-4.99709,-0.170463
-4,-4.97395,-0.509754
-3,-4.97426,0.50671
-2,-4.69502,-1.71953
-1,-3.55355,3.51742
0,2.77596,-4.15861
1,4.59297,-1.97601
2,4.93209,-0.821242
3,4.99001,-0.315872
4,4.99899,-0.100527
5,4.99999,-0.0106663
6,4.99995,0.0225887
7,4.99992,0.028857
8,4.99997,0.0180207
9,5,-0
